id	starts	ends	duration	label	conn_label	pname
1	39926	40600.1918	674.191800000001	ecog_105	conn1	ecog_gamma_M
2	39926	40600.1918	674.191800000001	ecog_133	conn3	ecog_gamma_M
3	39926	40600.1918	674.191800000001	ecog_150	conn4	ecog_gamma_M
4	39926	40600.1918	674.191800000001	ecog_151	conn4	ecog_gamma_M
5	39926	40600.1918	674.191800000001	ecog_152	conn4	ecog_gamma_M
6	40144.1918	40160.1918	16	ecog_126	conn2	ecog_gamma_M
7	40144.1918	40145.1918	1	ecog_139	conn3	ecog_gamma_M
8	40145.1918	40159.1918	14	ecog_125	conn2	ecog_gamma_M
9	40156.1918	40169.1918	13	ecog_134	conn3	ecog_gamma_M
10	40167.1918	40185.1918	18	ecog_126	conn2	ecog_gamma_M
11	40170.1918	40173.1918	3	ecog_149	conn4	ecog_gamma_M
12	40172.1918	40186.1918	14	ecog_125	conn2	ecog_gamma_M
13	40174.1918	40177.1918	3	ecog_132	conn2	ecog_gamma_M
14	40177.1918	40180.1918	3	ecog_137	conn3	ecog_gamma_M
15	40179.1918	40192.1918	13	ecog_134	conn3	ecog_gamma_M
16	40181.1918	40183.1918	2	ecog_135	conn3	ecog_gamma_M
17	40193.1918	40208.1918	15	ecog_125	conn2	ecog_gamma_M
18	40193.1918	40196.1918	3	ecog_126	conn2	ecog_gamma_M
19	40196.1918	40198.1918	2	ecog_132	conn2	ecog_gamma_M
20	40196.1918	40204.1918	8	ecog_134	conn3	ecog_gamma_M
21	40198.1918	40203.1918	5	ecog_135	conn3	ecog_gamma_M
22	40198.1918	40203.1918	5	ecog_136	conn3	ecog_gamma_M
23	40198.1918	40203.1918	5	ecog_137	conn3	ecog_gamma_M
24	40198.1918	40203.1918	5	ecog_138	conn3	ecog_gamma_M
25	40198.1918	40202.1918	4	ecog_139	conn3	ecog_gamma_M
26	40199.1918	40213.1918	14	ecog_126	conn2	ecog_gamma_M
27	40199.1918	40202.1918	3	ecog_140	conn3	ecog_gamma_M
28	40202.1918	40204.1918	2	ecog_153	conn4	ecog_gamma_M
29	40215.1918	40221.1918	6	ecog_134	conn3	ecog_gamma_M
30	40218.1918	40221.1918	3	ecog_121	conn2	ecog_gamma_M
31	40218.1918	40221.1918	3	ecog_122	conn2	ecog_gamma_M
32	40218.1918	40222.1918	4	ecog_123	conn2	ecog_gamma_M
33	40219.1918	40233.1918	14	ecog_126	conn2	ecog_gamma_M
34	40221.1918	40226.1918	5	ecog_137	conn3	ecog_gamma_M
35	40222.1918	40224.1918	2	ecog_132	conn2	ecog_gamma_M
36	40222.1918	40226.1918	4	ecog_138	conn3	ecog_gamma_M
37	40222.1918	40226.1918	4	ecog_139	conn3	ecog_gamma_M
38	40224.1918	40226.1918	2	ecog_135	conn3	ecog_gamma_M
39	40224.1918	40226.1918	2	ecog_136	conn3	ecog_gamma_M
40	40231.1918	40233.1918	2	ecog_125	conn2	ecog_gamma_M
41	40236.1918	40239.1918	3	ecog_125	conn2	ecog_gamma_M
42	40236.1918	40255.1918	19	ecog_126	conn2	ecog_gamma_M
43	40236.6918	40241.1918	4.49999999999272	ecog_101	conn1	ecog_gamma_M
44	40236.6918	40240.1918	3.49999999999272	ecog_102	conn1	ecog_gamma_M
45	40236.6918	40240.1918	3.49999999999272	ecog_103	conn1	ecog_gamma_M
46	40236.6918	40240.1918	3.49999999999272	ecog_104	conn1	ecog_gamma_M
47	40236.6918	40240.1918	3.49999999999272	ecog_106	conn1	ecog_gamma_M
48	40236.6918	40240.1918	3.49999999999272	ecog_107	conn1	ecog_gamma_M
49	40236.6918	40240.1918	3.49999999999272	ecog_108	conn1	ecog_gamma_M
50	40236.6918	40240.1918	3.49999999999272	ecog_109	conn1	ecog_gamma_M
51	40236.6918	40240.1918	3.49999999999272	ecog_110	conn1	ecog_gamma_M
52	40236.6918	40240.1918	3.49999999999272	ecog_111	conn1	ecog_gamma_M
53	40236.6918	40239.6918	3	ecog_112	conn1	ecog_gamma_M
54	40236.6918	40239.6918	3	ecog_113	conn1	ecog_gamma_M
55	40236.6918	40239.6918	3	ecog_114	conn1	ecog_gamma_M
56	40236.6918	40239.6918	3	ecog_115	conn1	ecog_gamma_M
57	40236.6918	40239.6918	3	ecog_116	conn1	ecog_gamma_M
58	40237.1918	40241.1918	4	ecog_153	conn4	ecog_gamma_M
59	40237.1918	40241.1918	4	ecog_154	conn4	ecog_gamma_M
60	40238.1918	40241.1918	3	ecog_149	conn4	ecog_gamma_M
61	40247.1918	40249.1918	2	ecog_125	conn2	ecog_gamma_M
62	40255.1918	40263.1918	8	ecog_134	conn3	ecog_gamma_M
63	40257.1918	40260.1918	3	ecog_135	conn3	ecog_gamma_M
64	40258.1918	40265.1918	7	ecog_125	conn2	ecog_gamma_M
65	40258.1918	40261.1918	3	ecog_126	conn2	ecog_gamma_M
66	40258.1918	40260.1918	2	ecog_136	conn3	ecog_gamma_M
67	40261.1918	40266.1918	5	ecog_138	conn3	ecog_gamma_M
68	40264.1918	40266.1918	2	ecog_135	conn3	ecog_gamma_M
69	40264.1918	40266.1918	2	ecog_136	conn3	ecog_gamma_M
70	40264.1918	40266.1918	2	ecog_137	conn3	ecog_gamma_M
71	40268.1918	40270.1918	2	ecog_125	conn2	ecog_gamma_M
72	40270.1918	40273.1918	3	ecog_132	conn2	ecog_gamma_M
73	40270.1918	40275.1918	5	ecog_136	conn3	ecog_gamma_M
74	40270.1918	40290.1918	20	ecog_137	conn3	ecog_gamma_M
75	40273.1918	40276.1918	3	ecog_125	conn2	ecog_gamma_M
76	40273.1918	40276.1918	3	ecog_126	conn2	ecog_gamma_M
77	40273.1918	40289.1918	16	ecog_138	conn3	ecog_gamma_M
78	40279.1918	40282.1918	3	ecog_126	conn2	ecog_gamma_M
79	40291.1918	40298.1918	7	ecog_126	conn2	ecog_gamma_M
80	40292.1918	40297.1918	5	ecog_134	conn3	ecog_gamma_M
81	40294.1918	40297.1918	3	ecog_135	conn3	ecog_gamma_M
82	40300.1918	40303.1918	3	ecog_125	conn2	ecog_gamma_M
83	40303.1918	40306.1918	3	ecog_132	conn2	ecog_gamma_M
84	40306.1918	40308.1918	2	ecog_125	conn2	ecog_gamma_M
85	40310.1918	40312.1918	2	ecog_153	conn4	ecog_gamma_M
86	40311.1918	40314.1918	3	ecog_125	conn2	ecog_gamma_M
87	40311.1918	40314.1918	3	ecog_126	conn2	ecog_gamma_M
88	40311.1918	40314.1918	3	ecog_136	conn3	ecog_gamma_M
89	40311.1918	40313.1918	2	ecog_137	conn3	ecog_gamma_M
90	40317.1918	40324.1918	7	ecog_126	conn2	ecog_gamma_M
91	40320.1918	40324.1918	4	ecog_136	conn3	ecog_gamma_M
92	40321.1918	40323.1918	2	ecog_125	conn2	ecog_gamma_M
93	40321.1918	40323.1918	2	ecog_135	conn3	ecog_gamma_M
94	40321.1918	40324.1918	3	ecog_137	conn3	ecog_gamma_M
95	40321.1918	40324.1918	3	ecog_138	conn3	ecog_gamma_M
96	40321.1918	40326.1918	5	ecog_139	conn3	ecog_gamma_M
97	40330.1918	40332.1918	2	ecog_136	conn3	ecog_gamma_M
98	40330.1918	40332.1918	2	ecog_137	conn3	ecog_gamma_M
99	40332.1918	40334.1918	2	ecog_126	conn2	ecog_gamma_M
100	40335.1918	40338.1918	3	ecog_153	conn4	ecog_gamma_M
101	40341.1918	40344.1918	3	ecog_125	conn2	ecog_gamma_M
102	40341.1918	40348.1918	7	ecog_126	conn2	ecog_gamma_M
103	40345.1918	40348.1918	3	ecog_149	conn4	ecog_gamma_M
104	40351.1918	40364.1918	13	ecog_126	conn2	ecog_gamma_M
105	40356.1918	40360.1918	4	ecog_125	conn2	ecog_gamma_M
106	40365.1918	40367.1918	2	ecog_153	conn4	ecog_gamma_M
107	40382.1918	40386.1918	4	ecog_125	conn2	ecog_gamma_M
108	40382.1918	40401.1918	19	ecog_126	conn2	ecog_gamma_M
109	40396.1918	40409.1918	13	ecog_125	conn2	ecog_gamma_M
110	40406.1918	40419.1918	13	ecog_126	conn2	ecog_gamma_M
111	40411.1918	40415.1918	4	ecog_134	conn3	ecog_gamma_M
112	40412.1918	40414.1918	2	ecog_125	conn2	ecog_gamma_M
113	40417.1918	40419.1918	2	ecog_125	conn2	ecog_gamma_M
114	40418.1918	40420.1918	2	ecog_137	conn3	ecog_gamma_M
115	40422.1918	40435.1918	13	ecog_126	conn2	ecog_gamma_M
116	40427.1918	40430.1918	3	ecog_125	conn2	ecog_gamma_M
117	40437.1918	40440.1918	3	ecog_125	conn2	ecog_gamma_M
118	40441.1918	40443.1918	2	ecog_132	conn2	ecog_gamma_M
119	40443.1918	40449.1918	6	ecog_135	conn3	ecog_gamma_M
120	40444.1918	40446.1918	2	ecog_124	conn2	ecog_gamma_M
121	40444.1918	40451.1918	7	ecog_125	conn2	ecog_gamma_M
122	40444.1918	40447.1918	3	ecog_126	conn2	ecog_gamma_M
123	40444.1918	40448.1918	4	ecog_138	conn3	ecog_gamma_M
124	40444.1918	40448.1918	4	ecog_139	conn3	ecog_gamma_M
125	40445.1918	40449.1918	4	ecog_134	conn3	ecog_gamma_M
126	40445.1918	40448.1918	3	ecog_136	conn3	ecog_gamma_M
127	40445.1918	40448.1918	3	ecog_137	conn3	ecog_gamma_M
128	40446.1918	40448.1918	2	ecog_132	conn2	ecog_gamma_M
129	40454.1918	40457.1918	3	ecog_125	conn2	ecog_gamma_M
130	40454.1918	40457.1918	3	ecog_126	conn2	ecog_gamma_M
131	40456.1918	40458.1918	2	ecog_136	conn3	ecog_gamma_M
132	40460.1918	40463.1918	3	ecog_125	conn2	ecog_gamma_M
133	40460.1918	40473.1918	13	ecog_126	conn2	ecog_gamma_M
134	40467.1918	40470.1918	3	ecog_132	conn2	ecog_gamma_M
135	40471.1918	40476.1918	5	ecog_149	conn4	ecog_gamma_M
136	40471.1918	40478.1918	7	ecog_153	conn4	ecog_gamma_M
137	40471.1918	40478.1918	7	ecog_154	conn4	ecog_gamma_M
138	40476.1918	40486.1918	10	ecog_126	conn2	ecog_gamma_M
139	40488.1918	40491.1918	3	ecog_124	conn2	ecog_gamma_M
140	40500.1918	40517.1918	17	ecog_126	conn2	ecog_gamma_M
141	40508.1918	40511.1918	3	ecog_138	conn3	ecog_gamma_M
142	40511.1918	40527.1918	16	ecog_134	conn3	ecog_gamma_M
143	40513.1918	40516.1918	3	ecog_135	conn3	ecog_gamma_M
144	40513.1918	40517.1918	4	ecog_136	conn3	ecog_gamma_M
145	40513.1918	40517.1918	4	ecog_137	conn3	ecog_gamma_M
146	40522.1918	40559.1918	37	ecog_126	conn2	ecog_gamma_M
147	40539.1918	40542.1918	3	ecog_132	conn2	ecog_gamma_M
148	40540.1918	40544.1918	4	ecog_153	conn4	ecog_gamma_M
149	40542.1918	40544.1918	2	ecog_125	conn2	ecog_gamma_M
150	40542.1918	40544.1918	2	ecog_154	conn4	ecog_gamma_M
151	40549.1918	40553.1918	4	ecog_137	conn3	ecog_gamma_M
152	40550.1918	40553.1918	3	ecog_134	conn3	ecog_gamma_M
153	40550.1918	40553.1918	3	ecog_136	conn3	ecog_gamma_M
154	40552.1918	40554.1918	2	ecog_125	conn2	ecog_gamma_M
155	40562.1918	40565.1918	3	ecog_132	conn2	ecog_gamma_M
156	40565.1918	40568.1918	3	ecog_118	conn2	ecog_gamma_M
157	40565.1918	40568.1918	3	ecog_119	conn2	ecog_gamma_M
158	40565.1918	40568.1918	3	ecog_120	conn2	ecog_gamma_M
159	40565.1918	40569.1918	4	ecog_121	conn2	ecog_gamma_M
160	40565.1918	40569.1918	4	ecog_122	conn2	ecog_gamma_M
161	40565.1918	40568.1918	3	ecog_123	conn2	ecog_gamma_M
162	40584.6918	40588.1918	3.49999999999272	ecog_101	conn1	ecog_gamma_M
163	40584.6918	40588.1918	3.49999999999272	ecog_102	conn1	ecog_gamma_M
164	40584.6918	40588.1918	3.49999999999272	ecog_103	conn1	ecog_gamma_M
165	40584.6918	40588.1918	3.49999999999272	ecog_104	conn1	ecog_gamma_M
166	40584.6918	40588.1918	3.49999999999272	ecog_106	conn1	ecog_gamma_M
167	40584.6918	40588.1918	3.49999999999272	ecog_107	conn1	ecog_gamma_M
168	40584.6918	40588.1918	3.49999999999272	ecog_108	conn1	ecog_gamma_M
169	40584.6918	40587.6918	3	ecog_109	conn1	ecog_gamma_M
170	40584.6918	40588.1918	3.49999999999272	ecog_110	conn1	ecog_gamma_M
171	40584.6918	40588.1918	3.49999999999272	ecog_111	conn1	ecog_gamma_M
172	40584.6918	40588.1918	3.49999999999272	ecog_112	conn1	ecog_gamma_M
173	40584.6918	40588.1918	3.49999999999272	ecog_113	conn1	ecog_gamma_M
174	40584.6918	40588.1918	3.49999999999272	ecog_114	conn1	ecog_gamma_M
175	40584.6918	40588.1918	3.49999999999272	ecog_115	conn1	ecog_gamma_M
176	40584.6918	40588.1918	3.49999999999272	ecog_116	conn1	ecog_gamma_M
177	40586.1918	40588.1918	2	ecog_121	conn2	ecog_gamma_M
178	40586.1918	40588.1918	2	ecog_149	conn4	ecog_gamma_M
179	40586.1918	40588.1918	2	ecog_153	conn4	ecog_gamma_M
180	40586.1918	40588.1918	2	ecog_154	conn4	ecog_gamma_M
181	40588.1918	40592.1918	4	ecog_126	conn2	ecog_gamma_M
182	40591.1918	40593.1918	2	ecog_149	conn4	ecog_gamma_M
183	40591.1918	40593.1918	2	ecog_154	conn4	ecog_gamma_M
184	40595.1918	40599.1918	4	ecog_126	conn2	ecog_gamma_M
185	40597.1918	40600.1918	3	ecog_134	conn3	ecog_gamma_M
186	40598.1918	40600.1918	2	ecog_104	conn1	ecog_gamma_M
187	40598.1918	40600.1918	2	ecog_108	conn1	ecog_gamma_M
188	40598.1918	40600.1918	2	ecog_113	conn1	ecog_gamma_M
189	40598.1918	40600.1918	2	ecog_114	conn1	ecog_gamma_M
190	40598.1918	40600.1918	2	ecog_117	conn2	ecog_gamma_M
191	40598.1918	40600.1918	2	ecog_121	conn2	ecog_gamma_M
192	40598.1918	40600.1918	2	ecog_122	conn2	ecog_gamma_M
193	40598.1918	40600.1918	2	ecog_137	conn3	ecog_gamma_M
194	40598.1918	40600.1918	2	ecog_139	conn3	ecog_gamma_M
195	40598.1918	40600.1918	2	ecog_141	conn3	ecog_gamma_M
196	40598.1918	40600.1918	2	ecog_142	conn3	ecog_gamma_M
197	40598.1918	40600.1918	2	ecog_143	conn3	ecog_gamma_M
198	40598.1918	40600.1918	2	ecog_145	conn3	ecog_gamma_M
199	40598.1918	40600.1918	2	ecog_154	conn4	ecog_gamma_M
200	42408.8288	43105.8288	697	ecog_105	conn1	ecog_gamma_M
201	42408.8288	43105.8288	697	ecog_150	conn4	ecog_gamma_M
202	42408.8288	43105.8288	697	ecog_151	conn4	ecog_gamma_M
203	42408.8288	43105.8288	697	ecog_152	conn4	ecog_gamma_M
204	42422.8288	42425.8288	3	ecog_131	conn2	ecog_gamma_M
205	42422.8288	42425.8288	3	ecog_132	conn2	ecog_gamma_M
206	42423.8288	42425.8288	2	ecog_133	conn3	ecog_gamma_M
207	42427.8288	42431.8288	4	ecog_148	conn3	ecog_gamma_M
208	42432.8288	42434.8288	2	ecog_131	conn2	ecog_gamma_M
209	42454.8288	42457.8288	3	ecog_148	conn3	ecog_gamma_M
210	42459.8288	42461.8288	2	ecog_131	conn2	ecog_gamma_M
211	42465.8288	42467.8288	2	ecog_131	conn2	ecog_gamma_M
212	42486.8288	42488.8288	2	ecog_138	conn3	ecog_gamma_M
213	42523.8288	42527.8288	4	ecog_136	conn3	ecog_gamma_M
214	42525.8288	42527.8288	2	ecog_149	conn4	ecog_gamma_M
215	42532.8288	42534.8288	2	ecog_128	conn2	ecog_gamma_M
216	42533.8288	42536.8288	3	ecog_115	conn1	ecog_gamma_M
217	42546.8288	42549.8288	3	ecog_148	conn3	ecog_gamma_M
218	42569.8288	42571.8288	2	ecog_115	conn1	ecog_gamma_M
219	42574.8288	42576.8288	2	ecog_115	conn1	ecog_gamma_M
220	42579.8288	42582.8288	3	ecog_146	conn3	ecog_gamma_M
221	42580.8288	42582.8288	2	ecog_140	conn3	ecog_gamma_M
222	42584.8288	42588.8288	4	ecog_136	conn3	ecog_gamma_M
223	42588.8288	42590.8288	2	ecog_114	conn1	ecog_gamma_M
224	42595.8288	42598.8288	3	ecog_146	conn3	ecog_gamma_M
225	42609.8288	42611.8288	2	ecog_138	conn3	ecog_gamma_M
226	42650.8288	42652.8288	2	ecog_153	conn4	ecog_gamma_M
227	42650.8288	42652.8288	2	ecog_154	conn4	ecog_gamma_M
228	42660.8288	42662.8288	2	ecog_131	conn2	ecog_gamma_M
229	42665.8288	42667.8288	2	ecog_148	conn3	ecog_gamma_M
230	42669.8288	42671.8288	2	ecog_149	conn4	ecog_gamma_M
231	42670.8288	42672.8288	2	ecog_131	conn2	ecog_gamma_M
232	42672.8288	42674.8288	2	ecog_136	conn3	ecog_gamma_M
233	42685.8288	42689.8288	4	ecog_136	conn3	ecog_gamma_M
234	42688.8288	42692.8288	4	ecog_132	conn2	ecog_gamma_M
235	42700.8288	42702.8288	2	ecog_131	conn2	ecog_gamma_M
236	42700.8288	42702.8288	2	ecog_132	conn2	ecog_gamma_M
237	42701.8288	42703.8288	2	ecog_108	conn1	ecog_gamma_M
238	42711.8288	42714.8288	3	ecog_148	conn3	ecog_gamma_M
239	42712.8288	42716.8288	4	ecog_136	conn3	ecog_gamma_M
240	42726.8288	42729.8288	3	ecog_136	conn3	ecog_gamma_M
241	42735.8288	42738.8288	3	ecog_146	conn3	ecog_gamma_M
242	42736.8288	42738.8288	2	ecog_115	conn1	ecog_gamma_M
243	42736.8288	42740.8288	4	ecog_131	conn2	ecog_gamma_M
244	42736.8288	42739.8288	3	ecog_132	conn2	ecog_gamma_M
245	42736.8288	42738.8288	2	ecog_147	conn3	ecog_gamma_M
246	42736.8288	42739.8288	3	ecog_148	conn3	ecog_gamma_M
247	42748.8288	42751.8288	3	ecog_132	conn2	ecog_gamma_M
248	42759.8288	42762.8288	3	ecog_131	conn2	ecog_gamma_M
249	42765.8288	42768.8288	3	ecog_146	conn3	ecog_gamma_M
250	42777.8288	42779.8288	2	ecog_133	conn3	ecog_gamma_M
251	42781.8288	42784.8288	3	ecog_148	conn3	ecog_gamma_M
252	42782.8288	42784.8288	2	ecog_131	conn2	ecog_gamma_M
253	42782.8288	42784.8288	2	ecog_132	conn2	ecog_gamma_M
254	42785.8288	42787.8288	2	ecog_138	conn3	ecog_gamma_M
255	42786.8288	42791.8288	5	ecog_136	conn3	ecog_gamma_M
256	42818.8288	42821.8288	3	ecog_131	conn2	ecog_gamma_M
257	42821.8288	42825.8288	4	ecog_136	conn3	ecog_gamma_M
258	42830.8288	42832.8288	2	ecog_132	conn2	ecog_gamma_M
259	42831.8288	42833.8288	2	ecog_153	conn4	ecog_gamma_M
260	42831.8288	42833.8288	2	ecog_154	conn4	ecog_gamma_M
261	42846.8288	42848.8288	2	ecog_145	conn3	ecog_gamma_M
262	42850.8288	42853.8288	3	ecog_132	conn2	ecog_gamma_M
