id	starts	ends	duration	label	conn_label	pname
224	70201.9974999715	70540	338.00250002851	dbs_L2B	conn6	dbs_gamma_M
225	70201.9974999715	70540	338.00250002851	dbs_L2C	conn6	dbs_gamma_M
226	70201.9974999715	70540	338.00250002851	dbs_L3A	conn6	dbs_gamma_M
227	70201.9974999715	70540	338.00250002851	dbs_L3B	conn6	dbs_gamma_M
228	70201.9974999715	70540.4975000285	338.500000057014	dbs_L3C	conn6	dbs_gamma_M
229	70201.9974999715	70540	338.00250002851	dbs_L4	conn6	dbs_gamma_M
230	70201.9974999715	70541.4975000285	339.500000057014	dbs_R1	conn6	dbs_gamma_M
231	70201.9974999715	70541.4975000285	339.500000057014	dbs_R2A	conn6	dbs_gamma_M
232	70201.9974999715	70541.4975000285	339.500000057014	dbs_R2B	conn6	dbs_gamma_M
233	70201.9974999715	70541.4975000285	339.500000057014	dbs_R2C	conn6	dbs_gamma_M
234	70201.9974999715	70541.4975000285	339.500000057014	dbs_R3A	conn6	dbs_gamma_M
235	70201.9974999715	70541.4975000285	339.500000057014	dbs_R3B	conn6	dbs_gamma_M
236	70201.9974999715	70541.4975000285	339.500000057014	dbs_R3C	conn6	dbs_gamma_M
237	70201.9974999715	70541.4975000285	339.500000057014	dbs_R4	conn6	dbs_gamma_M
238	70202.4974999715	70204.4975000285	2.0000000570144	ecog_108	conn1	ecog_gamma_M
239	70202.4974999715	70208.4975000285	6.0000000570144	ecog_133	conn3	ecog_gamma_M
240	70202.4974999715	70541.4975000285	339.000000057014	ecog_160	conn4	ecog_gamma_M
241	70203.4974999715	70217.4975000285	14.0000000570144	ecog_134	conn3	ecog_gamma_M
242	70205.4974999715	70208.4975000285	3.0000000570144	ecog_111	conn1	ecog_gamma_M
243	70208.4974999715	70210.4975000285	2.0000000570144	ecog_132	conn2	ecog_gamma_M
244	70210.4974999715	70214.4975000285	4.0000000570144	ecog_119	conn2	ecog_gamma_M
245	70227.4974999715	70233.4975000285	6.0000000570144	ecog_111	conn1	ecog_gamma_M
246	70227.4974999715	70234.4975000285	7.0000000570144	ecog_123	conn2	ecog_gamma_M
247	70227.4974999715	70230.4975000285	3.0000000570144	ecog_131	conn2	ecog_gamma_M
248	70227.4974999715	70246.4975000285	19.0000000570144	ecog_133	conn3	ecog_gamma_M
249	70228.4974999715	70230.4975000285	2.0000000570144	ecog_107	conn1	ecog_gamma_M
250	70228.4974999715	70231.4975000285	3.0000000570144	ecog_108	conn1	ecog_gamma_M
251	70228.4974999715	70230.4975000285	2.0000000570144	ecog_129	conn2	ecog_gamma_M
252	70228.4974999715	70230.4975000285	2.0000000570144	ecog_130	conn2	ecog_gamma_M
253	70242.4974999715	70246.4975000285	4.0000000570144	ecog_111	conn1	ecog_gamma_M
254	70251.4974999715	70255.4975000285	4.0000000570144	ecog_123	conn2	ecog_gamma_M
255	70251.4974999715	70257.4975000285	6.0000000570144	ecog_133	conn3	ecog_gamma_M
256	70260.4974999715	70287.4975000285	27.0000000570144	ecog_111	conn1	ecog_gamma_M
257	70260.9974999715	70264.9975000285	4.0000000570144	V0_con4a	conn4	ecog_gamma_M
258	70260.9974999715	70265.4975000285	4.5000000570144	ecog_149	conn4	ecog_gamma_M
259	70260.9974999715	70265.4975000285	4.5000000570144	ecog_150	conn4	ecog_gamma_M
260	70260.9974999715	70265.4975000285	4.5000000570144	ecog_151	conn4	ecog_gamma_M
261	70260.9974999715	70265.4975000285	4.5000000570144	ecog_152	conn4	ecog_gamma_M
262	70260.9974999715	70264.9975000285	4.0000000570144	ecog_153	conn4	ecog_gamma_M
263	70260.9974999715	70264.9975000285	4.0000000570144	ecog_154	conn4	ecog_gamma_M
264	70260.9974999715	70264.9975000285	4.0000000570144	ecog_155	conn4	ecog_gamma_M
265	70260.9974999715	70264.9975000285	4.0000000570144	ecog_156	conn4	ecog_gamma_M
266	70260.9974999715	70264.9975000285	4.0000000570144	ecog_157	conn4	ecog_gamma_M
267	70260.9974999715	70264.9975000285	4.0000000570144	ecog_158	conn4	ecog_gamma_M
268	70260.9974999715	70264.9975000285	4.0000000570144	ecog_159	conn4	ecog_gamma_M
269	70260.9974999715	70264.9975000285	4.0000000570144	ecog_161	conn4	ecog_gamma_M
270	70260.9974999715	70264.9975000285	4.0000000570144	ecog_162	conn4	ecog_gamma_M
271	70260.9974999715	70264.9975000285	4.0000000570144	ecog_163	conn4	ecog_gamma_M
272	70264.4974999715	70271.4975000285	7.0000000570144	ecog_133	conn3	ecog_gamma_M
273	70266.4974999715	70269.4975000285	3.0000000570144	ecog_108	conn1	ecog_gamma_M
274	70271.4974999715	70273.4975000285	2.0000000570144	ecog_146	conn3	ecog_gamma_M
275	70275.4974999715	70281.4975000285	6.0000000570144	ecog_203	conn5	ecog_gamma_M
276	70281.4974999715	70294.4975000285	13.0000000570144	ecog_134	conn3	ecog_gamma_M
277	70292.4974999715	70295.4975000285	3.0000000570144	ecog_150	conn4	ecog_gamma_M
278	70292.4974999715	70296.4975000285	4.0000000570144	ecog_151	conn4	ecog_gamma_M
279	70293.4974999715	70295.4975000285	2.0000000570144	ecog_149	conn4	ecog_gamma_M
