id	starts	ends	duration	label	conn_label	pname
1	37879.9995	38544.9995	665	ecog_205	conn4	ecog_gamma_M
2	37879.9995	38544.9995	665	ecog_226	conn5	ecog_gamma_M
3	37879.9995	38544.9995	665	ecog_250	conn7	ecog_gamma_M
4	37879.9995	38544.9995	665	ecog_252	conn7	ecog_gamma_M
5	37880.9995	37884.9995	4	ecog_241	conn6	ecog_gamma_M
6	37882.9995	37885.9995	3	ecog_220	conn5	ecog_gamma_M
7	37892.9995	37896.9995	4	ecog_238	conn6	ecog_gamma_M
8	37899.9995	37901.9995	2	ecog_237	conn6	ecog_gamma_M
9	37925.9995	37927.9995	2	ecog_237	conn6	ecog_gamma_M
10	37933.9995	37936.9995	3	ecog_242	conn6	ecog_gamma_M
11	37948.9995	37951.9995	3	ecog_214	conn4	ecog_gamma_M
12	37948.9995	37951.9995	3	ecog_215	conn4	ecog_gamma_M
13	37948.9995	37951.9995	3	ecog_216	conn4	ecog_gamma_M
14	37954.9995	37958.9995	4	ecog_207	conn4	ecog_gamma_M
15	37963.9995	37965.9995	2	ecog_214	conn4	ecog_gamma_M
16	37973.9995	37976.9995	3	ecog_248	conn6	ecog_gamma_M
17	37998.9995	38001.9995	3	ecog_249	conn7	ecog_gamma_M
18	38032.9995	38034.9995	2	ecog_241	conn6	ecog_gamma_M
19	38033.9995	38036.9995	3	ecog_214	conn4	ecog_gamma_M
20	38033.9995	38036.9995	3	ecog_215	conn4	ecog_gamma_M
21	38033.9995	38036.9995	3	ecog_216	conn4	ecog_gamma_M
22	38044.9995	38047.9995	3	ecog_249	conn7	ecog_gamma_M
23	38071.9995	38073.9995	2	ecog_249	conn7	ecog_gamma_M
24	38119.9995	38126.9995	7	ecog_235	conn6	ecog_gamma_M
25	38127.9995	38132.9995	5	ecog_243	conn6	ecog_gamma_M
26	38149.9995	38151.9995	2	ecog_231	conn5	ecog_gamma_M
27	38154.9995	38156.9995	2	ecog_210	conn4	ecog_gamma_M
28	38154.9995	38156.9995	2	ecog_214	conn4	ecog_gamma_M
29	38154.9995	38156.9995	2	ecog_215	conn4	ecog_gamma_M
30	38154.9995	38156.9995	2	ecog_216	conn4	ecog_gamma_M
31	38158.9995	38164.9995	6	ecog_249	conn7	ecog_gamma_M
32	38168.9995	38171.9995	3	ecog_241	conn6	ecog_gamma_M
33	38206.9995	38209.9995	3	ecog_241	conn6	ecog_gamma_M
34	38228.9995	38231.9995	3	ecog_249	conn7	ecog_gamma_M
35	38244.9995	38247.9995	3	ecog_249	conn7	ecog_gamma_M
