id	starts	ends	duration	label	conn_label	pname
1	38613.59467	39398	784.405330000001	macro_c	conn0	macro_h_gamma
2	38634.2485	38673.2235	38.9749999999985	ecog_136	conn3	ecog_h_gamma
3	38634.2485	38638.2485	4	ecog_141	conn3	ecog_h_gamma
4	38642.2385	38647.2349	4.99640000000363	ecog_154	conn4	ecog_h_gamma
5	38649.2305	38652.2305	3	ecog_123	conn2	ecog_h_gamma
6	38655.2315	38657.2315	2	ecog_120	conn2	ecog_h_gamma
7	38672.2235	38677.2235	5	ecog_103	conn1	ecog_h_gamma
8	38675.2235	38677.2235	2	ecog_145	conn3	ecog_h_gamma
9	38675.2235	38677.2235	2	macro_m	conn0	macro_h_gamma
10	38711.2065	38724.1925	12.9859999999971	ecog_136	conn3	ecog_h_gamma
11	38712.7065641608	38715.7054957318	2.99893157107726	V0_con4a	conn4	ecog_h_gamma
12	38712.7065641608	38715.7054957318	2.99893157107726	ecog_149	conn4	ecog_h_gamma
13	38712.7065641608	38716.2065	3.49993583923788	ecog_150	conn4	ecog_h_gamma
14	38712.7065641608	38715.7054957318	2.99893157107726	ecog_151	conn4	ecog_h_gamma
15	38712.7065641608	38715.7054957318	2.99893157107726	ecog_152	conn4	ecog_h_gamma
16	38712.7065641608	38716.2065	3.49993583923788	ecog_153	conn4	ecog_h_gamma
17	38712.7065641608	38716.2065	3.49993583923788	ecog_154	conn4	ecog_h_gamma
18	38712.7065641608	38715.7054957318	2.99893157107726	ecog_155	conn4	ecog_h_gamma
19	38712.7065641608	38716.2065	3.49993583923788	ecog_156	conn4	ecog_h_gamma
20	38712.7065641608	38716.2065	3.49993583923788	ecog_157	conn4	ecog_h_gamma
21	38712.7065641608	38715.7054957318	2.99893157107726	ecog_158	conn4	ecog_h_gamma
22	38712.7065641608	38716.2065	3.49993583923788	ecog_159	conn4	ecog_h_gamma
23	38712.7065641608	38721.2065	8.49993583923788	ecog_160	conn4	ecog_h_gamma
24	38712.7065641608	38727.1925	14.485935839235	ecog_161	conn4	ecog_h_gamma
25	38712.7065641608	38727.1925	14.485935839235	ecog_162	conn4	ecog_h_gamma
26	38712.7065641608	38727.1925	14.485935839235	ecog_163	conn4	ecog_h_gamma
27	38713.2065	38716.2065	3	ecog_142	conn3	ecog_h_gamma
28	38714.2065	38716.2065	2	ecog_101	conn1	ecog_h_gamma
29	38714.2065	38716.2065	2	ecog_102	conn1	ecog_h_gamma
30	38714.2065	38716.2065	2	ecog_104	conn1	ecog_h_gamma
31	38714.2065	38716.2065	2	ecog_111	conn1	ecog_h_gamma
32	38714.2065	38716.2065	2	ecog_113	conn1	ecog_h_gamma
33	38714.2065	38716.2065	2	ecog_115	conn1	ecog_h_gamma
34	38714.2065	38716.2065	2	ecog_116	conn1	ecog_h_gamma
35	38714.2065	38716.2065	2	ecog_119	conn2	ecog_h_gamma
36	38714.2065	38716.2065	2	ecog_120	conn2	ecog_h_gamma
37	38714.2065	38716.2065	2	ecog_121	conn2	ecog_h_gamma
38	38714.2065	38716.2065	2	ecog_124	conn2	ecog_h_gamma
39	38714.2065	38716.2065	2	ecog_134	conn3	ecog_h_gamma
40	38714.2065	38720.2065	6	ecog_141	conn3	ecog_h_gamma
41	38714.2065	38717.2065	3	ecog_143	conn3	ecog_h_gamma
42	38714.2065	38716.2065	2	ecog_145	conn3	ecog_h_gamma
43	38714.2065	38716.2065	2	ecog_146	conn3	ecog_h_gamma
44	38714.2065	38716.2065	2	ecog_147	conn3	ecog_h_gamma
45	38714.2065	38716.2065	2	macro_m	conn0	macro_h_gamma
46	38716.2065	38720.2065	4	ecog_139	conn3	ecog_h_gamma
