Row	stim	GroupCount	mean_syl_ons2ons_1	mean_syl_ons2ons_2	std_syl_ons2ons_1	std_syl_ons2ons_2	min_syl_ons2ons_1	min_syl_ons2ons_2	max_syl_ons2ons_1	max_syl_ons2ons_2	range_syl_ons2ons_1	range_syl_ons2ons_2
teesooghah	teesooghah	100	0.472670083977353	0.996321753880197	0.0158249117483797	0.0272053896491497	0.406829111998377	0.926075289702567	0.506829112004198	1.06607528970198	0.100000000005821	0.139999999999418
teesoovah	teesoovah	119	0.472168428109541	0.936343600974433	0.0167192645742559	0.034299558452776	0.426762445298664	0.883775509995758	0.506829113604908	1.04374217670556	0.0800666683062445	0.159966666709806
teevahghah	teevahghah	48	0.470819954306743	0.998534317164844	0.0165186911380351	0.0313524653524654	0.443842176704493	0.966041956300614	0.503875510003127	1.06607528970198	0.0600333332986338	0.10003333340137
teevahsoo	teevahsoo	106	0.46940211243078	0.935654354427781	0.0169315975891458	0.0314671875583044	0.42387551000138	0.886762445297791	0.503875510003127	1.0068291120042	0.0800000000017462	0.120066666706407
teevoosah	teevoosah	55	0.458687463073802	0.936728220528513	0.0193849417066687	0.0325014837402423	0.425834994006436	0.90095291200123	0.494434995700431	1.00105291200452	0.0686000016939943	0.100100000003295
teevoosoo	teevoosoo	59	0.457915784900145	0.940312162737324	0.0189059624043354	0.0375872588873695	0.42583499399916	0.906695778699941	0.494434993997857	1.08669577870023	0.0685999999986961	0.180000000000291
tooghahsee	tooghahsee	56	0.524403455847236	0.926883756213081	0.0180289725624262	0.0323484891690033	0.49866103160457	0.893054589600069	0.558761033302289	0.993187922998914	0.0601000016977196	0.100133333398844
toogheesah	toogheesah	54	0.496164792429458	0.922437371692607	0.0167173783429716	0.0311155209794935	0.471660871000495	0.867238653998356	0.531760871002916	0.993705320703157	0.0601000000024214	0.1264666667048
toogheevah	toogheevah	152	0.497883245339547	0.926950521248708	0.0162588477216714	0.030928377299753	0.471694204301457	0.896461251999426	0.531760872698214	1.03642791860329	0.0600666683967574	0.139966666603868
toogheevoo	toogheevoo	39	0.493298370891125	0.907990105192152	0.0148328498007572	0.0238639053896364	0.471727537697006	0.87845406930137	0.531760866004333	0.987087392699323	0.0600333283073269	0.108633323397953
toosahtee	toosahtee	59	0.460051083317687	0.924975572393389	0.0184946550043631	0.0319053772744947	0.430605320703762	0.892552408695337	0.493738655699417	0.992685741999594	0.0631333349956549	0.100133333304257
toosahvoo	toosahvoo	46	0.457809024217931	0.914241750202831	0.0171650400488363	0.0323999798045511	0.433671987397247	0.878454069403233	0.493738653996843	0.987087402703764	0.0600666665995959	0.108633333300531
tooseeghah	tooseeghah	93	0.459398784083926	0.989408379472877	0.0204980054802703	0.0294828512378302	0.433121256297454	0.958694364999246	0.57315458960511	1.05876103170158	0.140033333307656	0.100066666702332
tooseetee	tooseetee	56	0.460075224548017	0.925486337119597	0.0203080638648308	0.0344831248850142	0.433121256297454	0.872619075300463	0.493187924701488	0.992685745302879	0.0600666684040334	0.120066670002416
tooseevah	tooseevah	56	0.460870021599543	0.933584708473939	0.0173873816264293	0.0355481919884497	0.443154589698679	0.896461251999426	0.533121256303275	1.05649458530388	0.089966666604596	0.160033333304455
tootahvah	tootahvah	39	0.459636699719912	0.921923156108616	0.0149893181756931	0.0252535965361468	0.43556908100436	0.896427918698464	0.495669076000922	0.996527908704593	0.0600999949965626	0.100099990006129
tootahvee	tootahvee	90	0.460205444406427	0.928731372453683	0.0160619601615671	0.0325609033377868	0.432502414296323	0.89941394860216	0.495669080999505	1.07948061540083	0.0631666667031823	0.180066666798666
toovahghee	toovahghee	56	0.462358221659422	0.965534810271792	0.0177067102911633	0.0325254596469183	0.436494585403125	0.931694204300584	0.496561253603431	1.0317608743062	0.0600666682003066	0.100066670005617
