Row	stim	GroupCount	mean_syl_ons2ons_1	mean_syl_ons2ons_2	std_syl_ons2ons_1	std_syl_ons2ons_2	min_syl_ons2ons_1	min_syl_ons2ons_2	max_syl_ons2ons_1	max_syl_ons2ons_2	range_syl_ons2ons_1	range_syl_ons2ons_2
toovahvee	toovahvee	63	0.461598348585774	0.928312873024908	0.0163533458499107	0.0305342921412523	0.436527918704087	0.899447275303828	0.496561252002721	0.999547282001004	0.0600333332986338	0.100100006697176
tooveeghah	tooveeghah	109	0.464706471878378	0.990627698026787	0.0169750905331943	0.0303880968425066	0.439480615299544	0.958694364999246	0.499547282001004	1.05879436500254	0.0600666667014593	0.100100000003295
tooveeghee	tooveeghee	42	0.464018826560721	0.960936703998868	0.0163901674727961	0.0311168591466285	0.439580613696307	0.931694204402447	0.499547282001004	1.03176087100292	0.0599666683046962	0.100066666600469
vahgheesoo	vahgheesoo	54	0.49835182013154	0.933219010553467	0.0181450053531331	0.0306405010233894	0.475099618997774	0.902853601997776	0.535199619000196	1.00295360200107	0.0601000000024214	0.100100000003295
vahgheetoo	vahgheetoo	98	0.499536143695307	0.933698747754002	0.0170991962830783	0.0304147697740899	0.4551662856029	0.883372081305424	0.535199619000196	1.00343874800456	0.0800333333972958	0.120066666699131
vahgheevoo	vahgheevoo	53	0.50088614368097	0.919949227327528	0.0184900478413512	0.0317776710324415	0.475066285704088	0.881826150704001	0.535199619000196	0.990559484002006	0.0601333332961076	0.108733333298005
vahghoosee	vahghoosee	156	0.510298055948341	0.926923856717224	0.0165526514047948	0.0308124190510591	0.484777407698857	0.850226670998381	0.544877412597998	0.996626674299478	0.0601000048991409	0.146400003301096
vahghootee	vahghootee	58	0.510419939668455	0.927417018617118	0.018347879322299	0.0329383917110391	0.484777411002142	0.895991156699893	0.544877412699861	0.996124493300158	0.0601000016977196	0.100133336600265
vahseetah	vahseetah	62	0.461008638159939	0.929826954572021	0.0185866157936166	0.0319937331750196	0.436560004302009	0.889007828998729	0.496660004297155	0.99910782900406	0.0600999999951455	0.110100000005332
vahseetee	vahseetee	53	0.465331670868886	0.925828263328674	0.0178897663374686	0.0309286743750486	0.436593337704835	0.896024490000855	0.496626671003469	0.996124490004149	0.0600333332986338	0.100100000003295
vahseetoo	vahseetoo	41	0.459093337338163	0.928895764846809	0.0154991394098938	0.024361734818078	0.436560004302009	0.903338748001261	0.496626671003469	1.00343872800295	0.0600666667014593	0.100099980001687
vahsooghah	vahsooghah	58	0.469140151673198	0.994516749300394	0.0194223300462572	0.0344078021133018	0.44285360199865	0.95216644629545	0.522886935301358	1.06223311639769	0.0800333333027083	0.110066670102242
vahsooghee	vahsooghee	63	0.468612203966439	0.967541695121148	0.0168519015149266	0.0319191769680107	0.422853602001851	0.915066285706416	0.502953602001071	1.05513295240235	0.08009999999922	0.14006666669593
vahteesoo	vahteesoo	36	0.464143934342347	0.930236935135968	0.0285698208242185	0.0239152355617693	0.436024490001728	0.902886931995454	0.596091156599869	1.00295359200391	0.160066666598141	0.100066660008451
vahteevoo	vahteevoo	63	0.458825548044034	0.918063247065631	0.0172958257959028	0.0308244221667116	0.416057823400479	0.8619261506974	0.496124490004149	0.990526150701044	0.0800666666036705	0.128600000003644
vahtooghee	vahtooghee	37	0.466261605046332	0.959863507711008	0.0127362235076421	0.0213227916748702	0.443438747999608	0.934999622404575	0.503438743005972	1.03519960900303	0.0599999950063648	0.100199986598454
vahtoosee	vahtoosee	152	0.468019700119459	0.926762688409073	0.0171885306443389	0.0293484041223394	0.403338747993985	0.856493337596476	0.503438748004555	0.996626671003469	0.100100000010571	0.140133333406993
vahtootee	vahtootee	57	0.472307168992072	0.934210454792907	0.0182987342116552	0.0451047949008364	0.443372081303096	0.895991156699893	0.523372081304842	1.15605782330385	0.0800000000017462	0.260066666603961
veeghahsoo	veeghahsoo	104	0.52551503145485	0.932148617228072	0.0158863066053146	0.0289646304477421	0.499180416300078	0.899867571999494	0.559247084696835	0.99996757540066	0.0600666683967574	0.100100003401167
veeghahtoo	veeghahtoo	119	0.525568165511607	0.932663543955836	0.0163090300666724	0.0308432648705521	0.499147082999116	0.900352711301821	0.559447083003761	1.00061938470026	0.060300000004645	0.100266673398437
veeghoosah	veeghoosah	96	0.50852089471377	0.928500399432926	0.0154741552868646	0.0334698755561382	0.461791380999784	0.894091375303105	0.541891380999004	1.07412470530107	0.08009999999922	0.180033329997968
veeghootah	veeghootah	53	0.504461821122371	0.926004817617322	0.0178783241311516	0.0314285173599736	0.47869138099486	0.896021795604611	0.541891380999004	0.996088465704815	0.0632000000041444	0.100066670100205
veesahghoo	veesahghoo	101	0.460442392080727	0.97095638039933	0.0158679057240064	0.027899877730805	0.414191372001369	0.921824714299873	0.494191372003115	1.04185804769804	0.0800000000017462	0.120033333398169
veesooghah	veesooghah	41	0.464286375079376	0.987719440078519	0.0151860011858828	0.024564492816841	0.439900901998044	0.959080416294455	0.499967561998346	1.05921373969613	0.0600666600003024	0.100133323401678
veesooghoo	veesooghoo	53	0.467225264181602	0.972912764407704	0.0153546202070478	0.0301373254902465	0.439934240297589	0.941791377605114	0.499967572002788	1.04185804770532	0.0600333317051991	0.100066670100205
veetahghoo	veetahghoo	101	0.461980798898445	0.97303104746792	0.0167395410237494	0.0308728057304313	0.436021797402645	0.941791381002986	0.496121800701076	1.04185805100133	0.0601000032984302	0.100066669998341
veetahsoo	veetahsoo	116	0.461492233638032	0.930643382880058	0.0163204375748714	0.0304229630347209	0.436055132304318	0.899834231997374	0.496121799005778	0.999967572002788	0.0600666667014593	0.100133340005414
veetooghah	veetooghah	50	0.464848717860668	0.990650416062908	0.0168095004193053	0.0308850428373904	0.440352717996575	0.959147082998243	0.500452717998996	1.05924708299426	0.0601000000024214	0.100099999996019
veetooghee	veetooghee	63	0.46367261028436	0.960940911017237	0.0182910615939803	0.0330937175359027	0.420319384698814	0.892080255602195	0.500452717998996	1.03218025570095	0.0801333333001821	0.140100000098755
veetoosah	veetoosah	115	0.465908858234953	0.924583769426315	0.0182768685128006	0.0322283594579423	0.440386048001528	0.874124705303984	0.50045271970157	0.994191372003115	0.0600666717000422	0.120066666699131
veetootah	veetootah	40	0.463929294218581	0.918625217118134	0.0167079031195574	0.0265388626064528	0.420386051300738	0.875955132301897	0.500452713000413	0.996088455700374	0.080066661699675	0.120133323398477
voogheeghoo	voogheeghoo	55	0.515795173677636	0.987746228634315	0.0170418655065838	0.029863074613787	0.484606801699556	0.954251260300225	0.544673468299152	1.05431792699528	0.0600666665995959	0.100066666695056
voogheesah	voogheesah	41	0.50929164975109	0.936164584009475	0.0147934092281866	0.025869807794402	0.484640135000518	0.906484584702412	0.544673463402432	1.00661790800223	0.0600333284019143	0.100133323299815
voogheetah	voogheetah	110	0.5133667305615	0.940675920454545	0.0171103611557412	0.0296936969503087	0.484540134995768	0.897081678296672	0.544673468401015	1.00854834500205	0.060133333405247	0.111466666705383
voosahghee	voosahghee	42	0.469783790692894	0.973455581502959	0.0180727387833601	0.0278462357833807	0.41515125130536	0.91310680170136	0.506651246301772	1.04464012500102	0.0914999949964113	0.131533323299664
voosahtah	voosahtah	45	0.476689028586487	0.940807603213438	0.0266761182583012	0.0319704046367262	0.446584586396057	0.908481678299722	0.62658458470105	1.06841501170129	0.179999998304993	0.159933333401568
voosahtoo	voosahtoo	59	0.474422437719469	0.947165704564112	0.016406656420145	0.0308755247990188	0.446517917996971	0.912745930691017	0.506651251402218	1.01287926729856	0.060133333405247	0.100133336607541
voosahvah	voosahvah	52	0.47532391789362	0.944761849136194	0.0165949856178006	0.0288169175530618	0.443417918002524	0.909407182698487	0.506651251293079	1.00944051599799	0.0632333332905546	0.100033333299507
vooseetah	vooseetah	100	0.47556787418429	0.944195283575383	0.0169144546713455	0.0323464672960665	0.446000520300004	0.908415011697798	0.506100520404289	1.02851501169789	0.0601000001042848	0.120100000000093
vooseetoo	vooseetoo	59	0.473145922463651	0.944676390094675	0.0164397023196322	0.0299418139784718	0.446067187003791	0.912779264006531	0.506100520295149	1.01287926400255	0.0600333332913578	0.100099999996019
voosooghee	voosooghee	51	0.481359451196049	0.982797277581762	0.0166135642893217	0.0356605914601958	0.452327451304882	0.944506801701209	0.512427451300027	1.11124013500375	0.0600999999951455	0.166733333302545
vootahghee	vootahghee	59	0.475831960762703	0.979875253934629	0.0189444494510094	0.0322564727822231	0.417081678300747	0.913140135002322	0.508548346697353	1.04464013830147	0.0914666683966061	0.131500003299152
vootahsee	vootahsee	49	0.475618412890972	0.937858158951428	0.0163483595640541	0.0294906716223654	0.448515010000847	0.906033850398671	0.508548345002055	1.00606718700146	0.0600333350012079	0.100033336602792
vootahvee	vootahvee	57	0.47413465440403	0.94521821242701	0.0164839533239856	0.0339971124025141	0.427181678402121	0.891026545999921	0.508615011698566	1.07232654599648	0.0814333332964452	0.181299999996554
vooteeghah	vooteeghah	56	0.474059648797038	1.00666393191053	0.0181375784906474	0.032487753425654	0.445465005999722	0.971540295700834	0.505598339303106	1.07167363229382	0.0601333333033836	0.10013333659299
vooteesah	vooteesah	56	0.473526910703259	0.942231608359357	0.0221061127870319	0.033990609695986	0.425531672699435	0.886517917999299	0.554098339300253	1.01511791800294	0.128566666600818	0.128600000003644
voovahsah	voovahsah	59	0.473203159569462	0.941334866929044	0.0185087546712779	0.031415135059564	0.449340516002849	0.906517918003374	0.50947384940082	1.0251179179977	0.060133333397971	0.118599999994331
voovahsee	voovahsee	40	0.475299682338118	0.934393019667368	0.0128297147730994	0.0237528796188148	0.449407184300071	0.905967186998168	0.509440510999411	1.00606717699702	0.0600333266993403	0.100099989998853
vooveevah	vooveevah	45	0.479308363612952	0.939462484566568	0.0160564433730249	0.0253426082341848	0.452359879396681	0.90927385269606	0.512426540997694	1.00940717269987	0.060066661601013	0.100133320003806
